"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
25/01/2018,7.857142857,7,High,Québec,QC,Use recreationally,A few times per month,3
25/01/2018,6.428571429,14,High,Québec,QC,Use recreationally,A few times per month,3
25/01/2018,5,1,High,Québec,QC,Medicate without a medical document,A few times a year,5
25/01/2018,6.428571429,28,High,Québec,QC,Medicate without a medical document,A few times a year,5
25/01/2018,5.714285714,3.5,Medium,Québec,QC,Use recreationally,A few times a year,0.1
25/01/2018,7.142857143,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.142857143,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,8,1,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,6.428571429,7,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,4.285714286,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,7,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,7.5,1,Medium,Québec,QC,Use recreationally,A few times a year,0
25/01/2018,5.714285714,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,7.142857143,7,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5,7,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,4.285714286,7,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,6.666666667,3,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,7,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,7.142857143,3.5,Medium,Québec,QC,Use recreationally,A few times a year,0.1
25/01/2018,7.142857143,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,8.571428571,3.5,Medium,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,3.5,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,2.857142857,3.5,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,6.428571429,7,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,7,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5,7,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5,28,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,7,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,6.428571429,28,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5.357142857,7,High,Québec,QC,Use recreationally,A few times a year,0.1
25/01/2018,10,1,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,5,7,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,4.642857143,14,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,4.464285714,28,High,Québec,QC,Use recreationally,A few times a year,5
25/01/2018,3.928571429,28,Medium,Lévis,QC,Use recreationally,,0
25/01/2018,10,1,High,Lévis,QC,Use recreationally,,0
25/01/2018,5,1,High,Lévis,QC,Use recreationally,,0
25/01/2018,4.285714286,3.5,High,Lévis,QC,Use recreationally,,0
25/01/2018,5.714285714,14,High,Lévis,QC,Use recreationally,,0
25/01/2018,5.714285714,3.5,Medium,Lévis,QC,Medicate with a medical document,Daily,0
25/01/2018,5.714285714,28,High,Lévis,QC,Medicate without a medical document,Daily,1
25/01/2018,6.428571429,14,Medium,Lévis,QC,Use recreationally,Daily,1
25/01/2018,4.285714286,3.5,High,Lévis,QC,Use recreationally,Daily,1
25/01/2018,5,28,High,Lévis,QC,Use recreationally,Daily,56
25/01/2018,5.714285714,7,High,Lévis,QC,Use recreationally,Daily,1
25/01/2018,6.428571429,14,High,Lévis,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,28,High,Lévis,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,7,High,Lévis,QC,Use recreationally,A few times per week,2
25/01/2018,5.357142857,28,High,Lévis,QC,Use recreationally,A few times per week,2
25/01/2018,4.285714286,28,Medium,Lévis,QC,Use recreationally,A few times per month,3
25/01/2018,5.714285714,3.5,Medium,Lévis,QC,Use recreationally,A few times per month,3
25/01/2018,10,1,Medium,Lévis,QC,Use recreationally,A few times per month,3
25/01/2018,8.571428571,3.5,High,Lévis,QC,Use recreationally,A few times per month,3
25/01/2018,3.571428571,28,High,Lévis,QC,Use recreationally,A few times per month,3
25/01/2018,10,1,High,Lévis,QC,Use recreationally,A few times a year,5
25/01/2018,7.142857143,3.5,High,Vallée-Jonction,QC,Use recreationally,A few times per week,2
25/01/2018,6.071428571,14,Medium,Sainte-Marie,QC,Use recreationally,Daily,1
25/01/2018,6.428571429,28,High,Sainte-Marie,QC,Use recreationally,Daily,1
25/01/2018,5,14,High,Sainte-Marie,QC,Use recreationally,A few times per week,2
25/01/2018,12,1,Medium,Saint-Victor,QC,Medicate without a medical document,Daily,1
25/01/2018,5.714285714,7,Low,Saint-Victor,QC,Use recreationally,A few times per week,2
25/01/2018,5,28,High,Beauceville,QC,Use recreationally,Daily,1
25/01/2018,11,1,Medium,Beauceville,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,7,Medium,Tring-Jonction,QC,Use recreationally,,0
25/01/2018,7.142857143,3.5,High,Tring-Jonction,QC,Use recreationally,,0
25/01/2018,5.714285714,7,Medium,Saint-Georges,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Saint-Georges,QC,Use recreationally,A few times a year,0
25/01/2018,7.142857143,3.5,Medium,Saint-Georges,QC,Use recreationally,A few times a year,5
25/01/2018,10,1,High,Saint-Georges,QC,Use recreationally,A few times a year,5
25/01/2018,3.571428571,14,High,Saint-Éphrem-De-Beauce,QC,Use recreationally,Daily,1
25/01/2018,2.857142857,28,Medium,Lac-Mégantic,QC,Use recreationally,Daily,10
25/01/2018,2.142857143,28,Medium,Thetford Mines,QC,Medicate without a medical document,,0
25/01/2018,5,28,Medium,Thetford Mines,QC,Use recreationally,,0
25/01/2018,7.142857143,28,High,Thetford Mines,QC,Medicate without a medical document,Daily,1
25/01/2018,7.142857143,3.5,Medium,Thetford Mines,QC,Use recreationally,A few times per month,3
25/01/2018,7.142857143,3.5,Medium,Thetford Mines,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,7,High,Plessisville,QC,Use recreationally,A few times per week,2
25/01/2018,5,28,Medium,Plessisville,QC,Medicate without a medical document,Daily,1
25/01/2018,3.571428571,28,High,Plessisville,QC,Use recreationally,Daily,1
25/01/2018,3.928571429,28,High,Plessisville,QC,Use recreationally,Daily,50
25/01/2018,5.714285714,7,High,Plessisville,QC,Use recreationally,A few times per week,2
25/01/2018,5.714285714,3.5,High,Laurier-Station,QC,Use recreationally,,0
25/01/2018,3.571428571,7,Medium,Laurier-Station,QC,Medicate without a medical document,Daily,1
25/01/2018,6.428571429,28,High,Laurier-Station,QC,Medicate without a medical document,Daily,40
25/01/2018,5.714285714,3.5,Medium,Laurier-Station,QC,Medicate without a medical document,A few times per week,2
25/01/2018,2.857142857,28,High,Leclercville,QC,Medicate without a medical document,Daily,1
25/01/2018,5.714285714,7,High,Leclercville,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,7,Medium,Saint-Basile,QC,Use recreationally,,0
25/01/2018,3.571428571,28,High,Portneuf,QC,Use recreationally,,0
25/01/2018,6.071428571,28,Medium,Portneuf,QC,Medicate without a medical document,Daily,1
25/01/2018,4.285714286,28,High,Saint-Raymond,QC,Use recreationally,A few times per month,3
25/01/2018,4.285714286,28,Medium,Trois-Rives,QC,Use recreationally,,0
25/01/2018,3.214285714,28,Medium,Trois-Rives,QC,Use recreationally,Daily,1
25/01/2018,7,1,Medium,Shawinigan,QC,Use recreationally,,0
25/01/2018,3.571428571,28,High,Shawinigan,QC,Use recreationally,,0
25/01/2018,6.428571429,28,Medium,Shawinigan,QC,Medicate without a medical document,Daily,1
25/01/2018,4.464285714,28,High,Shawinigan,QC,Medicate without a medical document,Daily,1
25/01/2018,5,28,Medium,Shawinigan,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,3.5,High,Shawinigan,QC,Use recreationally,Daily,1
25/01/2018,4.285714286,28,High,Shawinigan,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,7,Medium,Shawinigan,QC,Use recreationally,A few times per week,2
25/01/2018,4.285714286,7,Medium,Shawinigan,QC,Medicate without a medical document,A few times a year,5
25/01/2018,2.857142857,28,Medium,Shawinigan,QC,Use recreationally,A few times a year,5
25/01/2018,2.857142857,7,Medium,Trois-Rivières,QC,Use recreationally,,0
25/01/2018,7.142857143,3.5,Medium,Trois-Rivières,QC,Use recreationally,,0
25/01/2018,7.5,1,Medium,Trois-Rivières,QC,Use recreationally,,0
25/01/2018,5.714285714,3.5,High,Trois-Rivières,QC,Use recreationally,,0
25/01/2018,5.714285714,3.5,High,Trois-Rivières,QC,Use recreationally,,0
25/01/2018,7.142857143,3.5,High,Trois-Rivières,QC,Use recreationally,,0
25/01/2018,2.75862069,29,Medium,Trois-Rivières,QC,Medicate with a medical document,Daily,150
25/01/2018,4.285714286,28,Medium,Trois-Rivières,QC,Medicate without a medical document,Daily,112
25/01/2018,3.571428571,28,Medium,Trois-Rivières,QC,Medicate without a medical document,Daily,1
25/01/2018,3.571428571,28,High,Trois-Rivières,QC,Medicate without a medical document,Daily,1
25/01/2018,2.857142857,3.5,High,Trois-Rivières,QC,Medicate without a medical document,Daily,1
25/01/2018,4.642857143,28,High,Trois-Rivières,QC,Medicate without a medical document,Daily,56
25/01/2018,5,28,High,Trois-Rivières,QC,Medicate without a medical document,Daily,1
25/01/2018,5,28,Medium,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,3.928571429,28,Medium,Trois-Rivières,QC,Use recreationally,Daily,56
25/01/2018,3.571428571,28,Medium,Trois-Rivières,QC,Use recreationally,Daily,28
25/01/2018,5,1,Medium,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,4.285714286,28,High,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,3.5,High,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,7,High,Trois-Rivières,QC,Use recreationally,Daily,100
25/01/2018,5.714285714,14,High,Trois-Rivières,QC,Use recreationally,Daily,56
25/01/2018,4.285714286,28,High,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,7.857142857,14,High,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,3.5,High,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,3.5,High,Trois-Rivières,QC,Use recreationally,Daily,100
25/01/2018,2.857142857,28,High,Trois-Rivières,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Trois-Rivières,QC,Use recreationally,A few times per week,2
25/01/2018,5.714285714,3.5,Medium,Trois-Rivières,QC,Use recreationally,A few times per week,2
25/01/2018,4.285714286,7,High,Trois-Rivières,QC,Use recreationally,A few times per week,2
25/01/2018,5.357142857,28,High,Trois-Rivières,QC,Use recreationally,A few times per week,2
25/01/2018,7.142857143,7,Medium,Trois-Rivières,QC,Medicate without a medical document,A few times per month,3
25/01/2018,10,3.5,High,Trois-Rivières,QC,Medicate without a medical document,A few times per month,3
25/01/2018,5.714285714,7,Medium,Trois-Rivières,QC,Use recreationally,A few times per month,3
25/01/2018,5.714285714,7,Medium,Trois-Rivières,QC,Use recreationally,A few times per month,3
25/01/2018,7.142857143,3.5,High,Trois-Rivières,QC,Use recreationally,A few times per month,3
25/01/2018,5.714285714,3.5,Medium,Trois-Rivières,QC,Use recreationally,A few times a year,5
25/01/2018,4.285714286,28,Medium,Trois-Rivières,QC,Use recreationally,A few times a year,5
25/01/2018,5,28,Medium,Trois-Rivières,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,3.5,Medium,Trois-Rivières,QC,Use recreationally,A few times a year,5
25/01/2018,5.714285714,3.5,High,Trois-Rivières,QC,Use recreationally,A few times a year,5
25/01/2018,7.142857143,3.5,High,Saint-Stanislas,QC,Use recreationally,A few times per month,3
25/01/2018,3.571428571,28,Medium,Bécancour,QC,Use recreationally,Daily,96
25/01/2018,8,1,High,Bécancour,QC,Medicate without a medical document,A few times per month,3
25/01/2018,6.428571429,7,Medium,Bécancour,QC,Use recreationally,A few times per month,3
25/01/2018,5.714285714,3.5,High,Bécancour,QC,Use recreationally,A few times per month,3
25/01/2018,5,1,High,Victoriaville,QC,Use recreationally,,0
25/01/2018,5.714285714,3.5,High,Victoriaville,QC,Use recreationally,,0
25/01/2018,2.857142857,28,Medium,Victoriaville,QC,Medicate without a medical document,Daily,1
25/01/2018,3.571428571,28,Medium,Victoriaville,QC,Medicate without a medical document,Daily,1
25/01/2018,6.071428571,28,Low,Victoriaville,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,3.5,High,Victoriaville,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,7,High,Victoriaville,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,3.5,High,Victoriaville,QC,Use recreationally,Daily,1
25/01/2018,3.571428571,14,High,Victoriaville,QC,Use recreationally,Daily,1
25/01/2018,5,7,Medium,Victoriaville,QC,Medicate without a medical document,A few times per week,2
25/01/2018,5.714285714,3.5,Medium,Victoriaville,QC,Use recreationally,A few times per month,3
25/01/2018,4.285714286,28,Medium,Warwick,QC,Use recreationally,Daily,1
25/01/2018,4.285714286,28,High,Saint-Georges-De-Windsor,QC,Use recreationally,Daily,130
25/01/2018,5.714285714,3.5,High,Asbestos,QC,Use recreationally,Daily,1
25/01/2018,2.857142857,7,High,East Angus,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,7,Medium,Valcourt,QC,Use recreationally,A few times per week,2
25/01/2018,2.857142857,3.5,Low,Windsor,QC,Use recreationally,,0
25/01/2018,3.348214286,112,Low,Sherbrooke,QC,Medicate without a medical document,,0
25/01/2018,3.928571429,14,Medium,Sherbrooke,QC,Medicate without a medical document,,0
25/01/2018,5.714285714,3.5,Medium,Sherbrooke,QC,Medicate without a medical document,,0
25/01/2018,6.428571429,28,High,Sherbrooke,QC,Medicate without a medical document,,0
25/01/2018,7,1,High,Sherbrooke,QC,Medicate without a medical document,,0
25/01/2018,6.060606061,3.3,High,Sherbrooke,QC,Medicate without a medical document,,0
25/01/2018,5.714285714,3.5,Low,Sherbrooke,QC,Use recreationally,,0
25/01/2018,2.5,28,Medium,Sherbrooke,QC,Use recreationally,,0
25/01/2018,6.785714286,14,Medium,Sherbrooke,QC,Use recreationally,,0
25/01/2018,3.6,1,Medium,Sherbrooke,QC,Use recreationally,,0
25/01/2018,5.714285714,14,Medium,Sherbrooke,QC,Use recreationally,,0
25/01/2018,10,1,Medium,Sherbrooke,QC,Use recreationally,,0
25/01/2018,12,1,Medium,Sherbrooke,QC,Use recreationally,,0
25/01/2018,2.857142857,28,Medium,Sherbrooke,QC,Use recreationally,,0
25/01/2018,7,1,High,Sherbrooke,QC,Use recreationally,,0
25/01/2018,5.714285714,28,High,Sherbrooke,QC,Use recreationally,,0
25/01/2018,5.357142857,28,High,Sherbrooke,QC,Use recreationally,,0
25/01/2018,4.285714286,28,High,Sherbrooke,QC,Use recreationally,,0
25/01/2018,3.571428571,28,High,Sherbrooke,QC,Medicate with a medical document,Daily,130
25/01/2018,3.928571429,28,Medium,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,3.571428571,28,Medium,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,5.714285714,35,High,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,6.428571429,14,High,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,6.428571429,7,High,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,5.178571429,28,High,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,7.142857143,7,High,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,5.714285714,3.5,High,Sherbrooke,QC,Medicate without a medical document,Daily,112
25/01/2018,5.714285714,28,High,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,2.857142857,28,High,Sherbrooke,QC,Medicate without a medical document,Daily,1
25/01/2018,4.285714286,28,,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,2.857142857,28,Low,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,4.642857143,28,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,2.642857143,28,Medium,Sherbrooke,QC,Use recreationally,Daily,56
25/01/2018,3.571428571,28,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,2.857142857,28,Medium,Sherbrooke,QC,Use recreationally,Daily,56
25/01/2018,3.571428571,28,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,7,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,7,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,4.642857143,28,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,2.857142857,28,Medium,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,3.5,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,7,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,3.5,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,4.285714286,28,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,6.428571429,7,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,4.285714286,28,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,3.571428571,28,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,28,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,3.571428571,28,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,7.142857143,7,High,Sherbrooke,QC,Use recreationally,Daily,1
25/01/2018,5.714285714,7,High,Sherbrooke,QC,Use recreationally,Daily,1
